name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-11480,NO,1,0,0,0,0,0,0
GENE-11481,NO,1,358,435,475,390,427,346
GENE-11482,NO,1,0,0,0,0,0,0
GENE-11483,NO,1,0,0,0,0,0,0
GENE-11484,NO,1,0,0,0,0,0,0
GENE-11485,NO,1,0,0,0,0,0,0
GENE-11486,NO,1,0,0,0,0,0,0
GENE-11487,YES,1,0,0,0,0,0,0
GENE-11488,NO,1,0,0,0,0,0,0
GENE-11489,NO,1,0,0,0,0,0,0
GENE-11490,NO,1,0,0,0,0,0,0
GENE-11491,NO,1,0,0,0,0,0,0
GENE-11492,NO,1,0,0,0,0,0,0
GENE-11493,NO,1,0,0,0,0,0,0
GENE-11494,NO,1,0,0,0,0,0,0
GENE-11495,NO,1,0,0,0,0,0,0
GENE-11496,NO,1,14,19,20,5,4,4
GENE-11497,NO,1,0,0,0,0,0,0
GENE-11498,NO,1,0,0,0,0,0,0
GENE-11499,NO,1,0,0,0,0,0,0
GENE-11500,NO,1,4,5,7,4,7,6
GENE-11501,NO,1,0,0,0,0,0,0
GENE-11502,NO,1,283,859,635,536,217,592
GENE-11503,YES,1,0,0,0,0,0,0
GENE-11504,NO,1,0,0,0,0,0,0
GENE-11505,NO,1,0,0,0,2,0,0
GENE-11506,NO,1,0,0,0,0,0,0
GENE-11507,NO,1,22,11,15,11,18,10
GENE-11508,NO,1,0,0,0,0,0,0
GENE-11509,NO,1,29,39,42,28,40,36
GENE-11510,NO,1,2377,2375,3337,1983,2730,2520
GENE-11511,NO,1,0,0,0,0,0,0
GENE-11512,NO,1,0,0,0,0,0,0
GENE-11513,NO,1,0,0,0,0,0,0
GENE-11514,NO,1,34,27,35,26,47,18
GENE-11515,NO,1,40,19,33,27,29,30
GENE-11516,NO,1,15,11,12,11,14,5
GENE-11517,NO,1,26,17,29,18,23,26
GENE-11518,NO,1,0,0,0,0,0,0
GENE-11519,NO,1,0,0,0,0,0,0
GENE-11520,NO,1,0,0,0,0,0,0
GENE-11521,NO,1,0,0,0,0,0,0
GENE-11522,NO,1,171,293,468,180,347,340
GENE-11523,NO,1,0,0,0,0,0,0
GENE-11524,NO,1,0,0,0,0,0,0
GENE-11525,NO,1,0,0,0,0,0,0
GENE-11526,NO,1,0,0,0,0,0,0
GENE-11527,NO,1,0,0,0,0,0,0
GENE-11528,NO,1,0,0,0,0,0,0
GENE-11529,NO,1,0,0,0,0,0,0
GENE-11530,NO,1,0,0,0,0,0,0
GENE-11531,NO,1,0,0,0,0,0,0
GENE-11532,NO,1,0,0,0,0,0,0
GENE-11533,NO,1,0,0,0,0,0,0
GENE-11534,NO,1,3078,2586,2998,3426,3705,4422
GENE-11535,NO,1,0,0,0,0,0,0
GENE-11536,NO,1,0,0,0,0,0,0
GENE-11537,NO,1,0,0,0,0,0,0
GENE-11538,NO,1,0,0,0,0,0,0
GENE-11539,NO,1,0,0,0,0,0,0
GENE-11540,NO,1,0,0,0,0,0,0
GENE-11541,NO,1,0,0,0,0,0,0
GENE-11542,NO,1,0,0,0,0,0,0
GENE-11543,NO,1,0,0,0,0,0,0
GENE-11544,NO,1,0,2,2,0,5,1
GENE-11545,NO,1,0,0,0,0,0,0
GENE-11546,NO,1,8,12,8,9,7,11
GENE-11547,NO,1,69,65,73,59,77,61
GENE-11548,NO,1,0,0,0,0,0,0
GENE-11549,NO,1,0,0,0,0,0,0
GENE-11550,NO,1,0,0,0,0,0,0
GENE-11551,NO,1,0,0,0,0,0,0
GENE-11552,NO,1,63,31,66,72,24,52
GENE-11553,NO,1,2,1,3,1,2,1
GENE-11554,NO,1,0,0,0,0,0,0
GENE-11555,NO,1,1,2,2,1,2,3
GENE-11556,NO,1,0,0,0,0,0,0
GENE-11557,NO,1,0,0,0,0,0,0
GENE-11558,NO,1,0,0,0,0,0,0
GENE-11559,NO,1,1357,1114,961,1434,1393,1498
GENE-11560,NO,1,1,5,1,1,1,2
GENE-11561,NO,1,0,0,0,0,0,0
GENE-11562,NO,1,2,5,3,6,4,4
GENE-11563,NO,1,0,0,0,0,0,0
GENE-11564,NO,1,0,0,0,0,0,0
GENE-11565,NO,1,0,0,0,0,0,0
GENE-11566,NO,1,0,0,0,0,0,0
GENE-11567,NO,1,0,0,0,0,0,0
GENE-11568,NO,1,0,0,0,0,0,0
GENE-11569,NO,1,0,0,0,0,0,0
GENE-11570,NO,1,15,12,15,19,11,15
GENE-11571,NO,1,0,0,0,0,0,0
GENE-11572,NO,1,0,0,0,0,0,0
GENE-11573,NO,1,0,0,0,0,0,0
GENE-11574,NO,1,0,0,0,0,0,0
GENE-11575,NO,1,686,665,479,1087,688,1160
GENE-11576,NO,1,0,0,0,0,0,0
GENE-11577,NO,1,469,591,812,718,646,606
GENE-11578,NO,1,0,0,0,0,0,0
GENE-11579,NO,1,0,0,0,0,0,0
GENE-11580,NO,1,0,0,0,0,0,0
GENE-11581,NO,1,0,0,0,0,0,0
GENE-11582,NO,1,0,0,0,0,0,0
GENE-11583,NO,1,0,0,0,0,0,0
GENE-11584,NO,1,54,70,70,70,54,67
GENE-11585,NO,1,21,10,18,33,27,22
GENE-11586,NO,1,0,0,0,0,0,0
GENE-11587,NO,1,0,0,1,2,0,0
GENE-11588,NO,1,0,0,0,0,0,0
GENE-11589,NO,1,12,19,14,22,12,18
GENE-11590,NO,1,0,0,0,0,0,0
GENE-11591,NO,1,0,0,0,0,0,0
GENE-11592,NO,1,0,0,0,0,0,0
GENE-11593,NO,1,1101,1106,1412,1064,1520,1273
GENE-11594,NO,1,0,0,0,0,0,0
GENE-11595,NO,1,0,0,0,0,0,0
GENE-11596,NO,1,41,38,58,51,39,41
GENE-11597,NO,1,0,1,0,0,1,1
GENE-11598,NO,1,0,0,0,0,0,0
GENE-11599,NO,1,1,1,1,0,2,1
GENE-11600,NO,1,0,0,0,0,0,0
GENE-11601,NO,1,78,63,108,72,64,66
GENE-11602,NO,1,196,255,284,163,243,156
GENE-11603,NO,1,0,0,0,0,0,0
GENE-11604,NO,1,0,0,0,0,0,0
GENE-11605,NO,1,0,0,0,0,0,0
GENE-11606,NO,1,0,0,0,0,0,0
GENE-11607,NO,1,0,0,0,0,0,0
GENE-11608,NO,1,0,0,0,0,0,0
GENE-11609,NO,1,0,0,0,0,0,0
GENE-11610,NO,1,0,0,0,0,0,0
GENE-11611,NO,1,0,0,0,0,0,0
GENE-11612,NO,1,1,1,2,0,0,0
GENE-11613,NO,1,0,0,0,0,0,0
GENE-11614,NO,1,0,0,0,0,0,0
GENE-11615,NO,1,1500,1406,1649,1602,1084,1630
GENE-11616,NO,1,0,0,0,0,0,0
GENE-11617,NO,1,0,0,0,0,0,0
GENE-11618,NO,1,0,0,0,0,0,0
GENE-11619,NO,1,0,0,0,0,0,0
GENE-11620,NO,1,0,0,0,0,0,0
GENE-11621,NO,1,0,0,0,0,0,0
GENE-11622,NO,1,0,0,0,0,0,0
GENE-11623,NO,1,0,0,0,0,0,0
GENE-11624,NO,1,0,0,0,0,0,0
GENE-11625,NO,1,272,244,202,207,221,240
GENE-11626,NO,1,0,0,0,0,0,0
GENE-11627,NO,1,1510,1449,1208,1247,2071,790
GENE-11628,NO,1,0,0,0,0,0,0
GENE-11629,NO,1,0,0,0,0,0,0
GENE-11630,NO,1,336,407,388,379,421,398
GENE-11631,NO,1,532,578,409,348,463,291
GENE-11633,NO,1,189,264,180,181,212,174
GENE-11634,NO,1,386,331,351,329,362,405
GENE-11635,NO,1,3,0,2,5,2,3
GENE-11636,NO,1,0,0,0,0,0,0
GENE-11637,NO,1,0,0,0,0,0,0
GENE-11638,NO,1,3,2,2,1,3,2
GENE-11639,NO,1,0,0,0,0,0,0
GENE-11640,NO,1,1,1,1,1,1,2
GENE-11641,NO,1,0,0,0,0,0,0
GENE-11642,NO,1,40,43,35,40,39,31
GENE-11643,NO,1,0,0,0,0,0,0
GENE-11644,NO,1,285,296,234,288,195,319
GENE-11645,NO,1,0,0,0,0,0,0
GENE-11646,YES,1,0,0,0,0,0,0
GENE-11647,NO,1,0,0,2,0,0,0
GENE-11648,NO,1,0,0,0,0,0,0
GENE-11649,NO,1,0,0,0,0,0,0
GENE-11650,NO,1,1,0,1,0,0,1
GENE-11651,NO,1,0,0,0,0,0,0
GENE-11652,NO,1,0,0,0,0,0,0
GENE-11653,NO,1,0,0,0,0,0,0
GENE-11654,NO,1,1675,919,1020,845,602,865
GENE-11655,NO,1,0,0,0,0,0,0
GENE-11656,NO,1,0,0,0,0,0,0
GENE-11657,NO,1,0,0,0,0,0,0
GENE-11658,NO,1,0,0,0,0,0,0
GENE-11659,NO,1,0,0,0,0,0,0
GENE-11660,NO,1,0,0,0,0,0,0
GENE-11661,NO,1,0,0,0,0,0,0
GENE-11662,NO,1,0,0,0,0,0,0
GENE-11663,NO,1,0,0,0,0,0,0
GENE-11664,NO,1,0,0,0,0,0,0
GENE-11665,NO,1,0,0,0,0,0,0
GENE-11666,NO,1,5,12,21,22,24,28
GENE-11667,NO,1,0,0,0,0,0,0
GENE-11668,NO,1,0,0,0,0,0,0
GENE-11669,NO,1,1,2,1,4,2,6
GENE-11670,NO,1,0,0,0,0,0,0
GENE-11671,NO,1,0,0,0,0,0,0
GENE-11672,NO,1,0,0,0,0,0,0
GENE-11673,NO,1,0,0,0,0,0,0
GENE-11674,NO,1,0,0,0,0,0,0
GENE-11675,NO,1,0,0,0,0,0,0
GENE-11676,NO,1,0,0,0,0,0,0
GENE-11677,NO,1,55,65,74,55,78,54
GENE-11678,NO,1,0,0,0,0,0,0
GENE-11679,NO,1,0,0,0,0,0,0
GENE-11680,NO,1,0,0,0,0,0,0
GENE-11681,NO,1,0,0,0,0,0,0
GENE-11682,NO,1,300,261,373,191,211,295
GENE-11683,NO,1,167,209,188,164,300,154
GENE-11684,NO,1,141,181,153,202,135,148
GENE-11685,NO,1,345,519,417,250,242,643
GENE-11686,NO,1,0,0,0,0,0,0
GENE-11687,NO,1,243,197,271,177,207,163
GENE-11688,NO,1,0,0,0,0,0,0
GENE-11689,NO,1,7,5,6,6,6,6
GENE-11690,NO,1,0,0,0,0,0,0
GENE-11691,NO,1,0,0,0,0,0,0
GENE-11692,YES,1,0,0,0,0,0,0
GENE-11693,NO,1,0,0,0,0,0,0
GENE-11694,NO,1,0,0,0,0,0,0
GENE-11695,NO,1,2,0,2,2,0,0
GENE-11696,NO,1,0,0,0,0,0,0
GENE-11697,NO,1,0,0,0,0,0,0
GENE-11698,NO,1,180,146,167,163,161,225
GENE-11699,NO,1,0,0,0,0,0,0
GENE-11700,NO,1,7,6,4,9,5,7
GENE-11701,NO,1,0,0,0,0,0,0
GENE-11702,YES,1,0,0,0,0,0,0
GENE-11703,NO,1,0,0,0,0,0,0
GENE-11704,NO,1,0,0,0,0,2,0
GENE-11705,NO,1,0,0,0,0,0,0
GENE-11706,NO,1,0,0,0,0,0,0
GENE-11708,NO,1,78,89,88,73,69,59
GENE-11709,NO,1,45,78,77,31,43,66
GENE-11710,NO,1,0,0,0,0,0,0
GENE-11711,NO,1,419,538,968,618,617,731
GENE-11712,NO,1,0,0,0,0,0,0
GENE-11713,NO,1,2,1,0,3,3,1
GENE-11714,NO,1,0,0,0,0,0,0
GENE-11715,NO,1,143,215,149,293,290,285
GENE-11716,NO,1,0,0,1,0,0,0
GENE-11717,NO,1,11,7,9,3,6,10
GENE-11718,NO,1,0,0,0,0,0,0
GENE-11719,NO,1,0,0,0,0,0,0
GENE-11720,NO,1,16,18,6,12,11,10
GENE-11721,NO,1,1,1,1,0,1,0
GENE-11722,NO,1,0,0,1,0,3,1
GENE-11723,NO,1,0,0,0,0,0,0
GENE-11724,NO,1,767,2149,1134,1114,1163,1451
GENE-11725,NO,1,0,0,0,0,0,0
GENE-11726,NO,1,0,0,0,0,0,0
GENE-11727,NO,1,0,0,0,0,0,0
GENE-11728,NO,1,0,0,0,0,0,0
GENE-11729,NO,1,117,81,169,19,18,267
GENE-11730,NO,1,0,0,0,0,0,0
GENE-11731,NO,1,0,0,0,0,0,1
GENE-11732,NO,1,106,134,116,119,126,117
GENE-11733,NO,1,0,0,0,0,0,0
GENE-11734,NO,1,0,0,0,0,0,0
GENE-11735,NO,1,0,0,0,0,0,0
GENE-11736,NO,1,0,0,0,0,0,0
GENE-11737,NO,1,0,0,0,0,0,0
GENE-11738,NO,1,64,64,70,72,58,46
GENE-11739,NO,1,17,20,15,26,34,47
GENE-11740,NO,1,13,11,18,10,16,12
GENE-11741,NO,1,1,3,3,3,7,0
GENE-11742,NO,1,0,0,0,0,0,0
GENE-11743,NO,1,1,0,2,2,1,1
GENE-11744,NO,1,0,0,0,0,0,0
GENE-11745,NO,1,0,0,0,0,0,0
GENE-11746,NO,1,0,0,0,0,0,0
GENE-11747,NO,1,0,0,0,0,0,0
GENE-11748,NO,1,0,0,0,0,0,0
GENE-11749,NO,1,0,0,0,0,0,0
GENE-11750,NO,1,0,0,0,0,0,0
GENE-11751,NO,1,0,0,0,0,0,0
GENE-11752,NO,1,72,53,61,39,50,44
GENE-11753,NO,1,0,0,0,0,0,0
GENE-11754,NO,1,401,292,427,187,254,371
GENE-11755,NO,1,0,0,1,0,0,0
GENE-11757,NO,1,52,33,20,48,32,32
GENE-11758,NO,1,0,0,0,0,0,0
GENE-11759,NO,1,504,623,566,586,791,499
GENE-11760,NO,1,0,0,0,0,0,0
GENE-11761,NO,1,0,0,0,0,0,0
GENE-11762,NO,1,0,0,0,0,0,0
GENE-11763,NO,1,0,0,0,0,0,0
GENE-11764,NO,1,0,0,0,0,0,0
GENE-11765,NO,1,0,0,0,0,0,0
GENE-11766,NO,1,0,0,0,0,0,0
GENE-11767,NO,1,0,0,0,0,0,0
GENE-11768,NO,1,0,0,0,0,0,0
GENE-11769,NO,1,35,33,55,50,38,73
GENE-11770,NO,1,53,57,55,51,69,48
GENE-11771,NO,1,0,0,0,0,0,0
GENE-11772,NO,1,0,0,0,0,0,0
GENE-11773,NO,1,9,6,1,3,8,5
GENE-11774,NO,1,0,0,0,0,0,0
GENE-11775,NO,1,0,0,0,0,0,0
GENE-11776,NO,1,0,0,0,0,0,0
GENE-11777,NO,1,0,0,0,0,0,0
GENE-11778,NO,1,0,0,0,0,0,0
GENE-11779,NO,1,0,0,0,0,0,0
GENE-11780,NO,1,0,0,0,0,0,0
GENE-11781,NO,1,0,0,0,0,0,0
GENE-11782,NO,1,0,1,0,0,0,0
GENE-11783,NO,1,0,0,0,0,0,0
GENE-11784,NO,1,0,0,0,0,0,0
GENE-11785,NO,1,51,46,63,35,51,43
GENE-11786,NO,1,2,0,1,0,1,0
GENE-11787,NO,1,27,34,12,22,32,18
GENE-11788,NO,1,0,0,0,0,0,0
GENE-11789,NO,1,0,0,0,0,0,0
GENE-11790,NO,1,0,0,0,0,0,0
GENE-11791,NO,1,0,0,0,0,0,0
GENE-11792,NO,1,0,0,0,0,0,0
GENE-11793,NO,1,54,41,41,56,31,54
GENE-11794,NO,1,248,292,275,297,289,302
GENE-11795,NO,1,0,0,0,0,0,0
GENE-11796,NO,1,0,0,0,0,0,0
GENE-11797,NO,1,0,0,0,0,0,0
GENE-11798,NO,1,0,0,0,0,0,0
GENE-11799,NO,1,0,0,0,0,0,0
GENE-11800,NO,1,0,0,0,0,0,0
GENE-11801,NO,1,0,0,0,0,0,0
GENE-11802,NO,1,0,0,0,0,0,0
GENE-11803,NO,1,0,0,0,0,0,0
GENE-11804,NO,1,0,0,0,0,0,0
GENE-11805,YES,1,0,0,0,0,0,0
GENE-11806,NO,1,139,162,192,149,114,216
GENE-11807,NO,1,0,0,0,0,0,0
GENE-11808,NO,1,771,580,721,680,646,619
GENE-11809,NO,1,0,0,0,0,0,0
GENE-11810,NO,1,0,0,0,0,0,0
GENE-11811,NO,1,0,0,0,0,0,0
GENE-11812,NO,1,0,0,0,0,0,0
GENE-11813,NO,1,0,0,0,0,0,0
GENE-11814,NO,1,646,754,811,733,721,689
GENE-11815,NO,1,158,247,172,638,487,945
GENE-11816,NO,1,0,0,0,0,0,0
GENE-11817,NO,1,0,0,0,0,0,0
GENE-11818,NO,1,0,0,0,0,0,0
GENE-11819,NO,1,0,0,0,0,0,0
GENE-11820,NO,1,82,72,69,82,89,55
GENE-11821,NO,1,0,0,0,0,0,0
GENE-11822,NO,1,0,0,4,2,2,2
GENE-11823,NO,1,0,0,0,0,0,0
GENE-11824,NO,1,0,0,0,0,0,1
GENE-11825,NO,1,0,0,0,0,0,0
GENE-11826,NO,1,7,0,123,0,21,128
GENE-11827,NO,1,0,0,0,0,0,0
GENE-11828,NO,1,0,0,0,0,0,0
GENE-11829,NO,1,0,0,0,0,0,0
GENE-11830,NO,1,0,0,0,0,0,0
GENE-11831,NO,1,3,4,2,6,5,4
GENE-11832,NO,1,3,4,5,1,1,3
GENE-11833,NO,1,0,0,0,0,0,0
GENE-11834,NO,1,0,0,0,0,0,0
GENE-11835,YES,1,0,0,0,0,0,0
GENE-11836,NO,1,0,0,0,0,0,0
GENE-11837,NO,1,0,0,0,0,0,0
GENE-11838,NO,1,479,359,529,512,540,569
GENE-11839,NO,1,16,22,21,36,13,37
GENE-11840,NO,1,0,0,0,0,0,0
GENE-11841,NO,1,0,0,0,0,0,0
GENE-11842,NO,1,0,1,1,0,3,3
GENE-11843,NO,1,0,0,0,0,0,0
GENE-11844,NO,1,0,0,0,0,0,0
GENE-11845,NO,1,0,0,0,0,0,0
GENE-11846,NO,1,0,0,0,0,0,0
GENE-11847,NO,1,0,0,0,0,0,0
GENE-11848,NO,1,0,0,0,0,0,0
GENE-11849,NO,1,0,0,0,0,0,0
GENE-11850,NO,1,542,498,650,625,629,492
GENE-11851,NO,1,0,0,0,0,0,0
GENE-11852,NO,1,0,0,0,0,0,0
GENE-11853,NO,1,0,0,0,0,0,0
GENE-11854,NO,1,493,513,417,559,433,397
GENE-11855,NO,1,27,3,11,5,7,7
GENE-11856,NO,1,0,0,0,0,0,0
GENE-11857,NO,1,0,0,0,0,0,0
GENE-11858,NO,1,0,0,0,0,0,0
GENE-11859,YES,1,0,0,0,0,0,0
GENE-11860,NO,1,0,0,0,0,0,0
GENE-11861,NO,1,0,0,0,0,0,0
GENE-11862,NO,1,0,0,0,0,0,0
GENE-11863,NO,1,0,0,0,1,0,0
GENE-11864,NO,1,0,0,0,0,0,0
GENE-11865,NO,1,0,0,0,0,0,0
GENE-11866,NO,1,0,0,0,0,0,0
GENE-11867,NO,1,529,667,450,625,332,489
GENE-11868,NO,1,0,0,0,0,0,0
GENE-11869,NO,1,1197,1366,92,887,1462,785
GENE-11870,NO,1,0,0,0,0,0,0
GENE-11871,NO,1,88,69,95,112,93,104
GENE-11872,NO,1,0,0,0,0,0,0
GENE-11873,NO,1,312,247,260,282,233,276
GENE-11874,NO,1,0,0,0,0,0,0
GENE-11875,NO,1,62,46,75,78,65,51
GENE-11876,NO,1,39,33,17,33,50,39
GENE-11877,NO,1,0,0,0,0,0,0
GENE-11878,NO,1,0,0,0,0,0,0
GENE-11879,NO,1,0,0,0,0,0,0
GENE-11880,NO,1,1,10,3,5,3,7
GENE-11881,NO,1,517,519,412,438,630,536
GENE-11882,NO,1,0,0,0,0,0,0
GENE-11883,NO,1,0,4,4,2,2,2
GENE-11884,NO,1,0,0,0,0,0,0
GENE-11885,NO,1,0,0,0,0,0,0
GENE-11886,NO,1,572,821,728,458,647,531
GENE-11887,NO,1,0,0,0,0,0,0
GENE-11888,NO,1,0,0,0,0,0,0
GENE-11889,NO,1,0,0,0,0,0,0
GENE-11890,NO,1,0,0,0,0,0,0
GENE-11891,NO,1,0,0,0,0,0,0
GENE-11892,NO,1,123,5,98,36,69,180
GENE-11893,NO,1,0,0,0,0,0,0
GENE-11894,NO,1,0,0,0,0,0,0
GENE-11895,NO,1,0,0,0,0,0,0
GENE-11896,NO,1,0,0,0,0,0,0
GENE-11897,NO,1,0,0,0,0,0,0
GENE-11898,NO,1,0,0,0,0,0,0
GENE-11899,NO,1,0,0,0,0,0,0
GENE-11900,NO,1,17,19,13,13,10,10
GENE-11901,NO,1,291,227,234,305,189,268
GENE-11902,NO,1,0,0,0,0,0,0
GENE-11903,NO,1,0,0,0,0,0,0
GENE-11904,NO,1,0,0,0,0,0,0
GENE-11905,NO,1,0,0,0,0,0,0
GENE-11906,NO,1,0,0,0,0,0,0
GENE-11907,NO,1,0,0,0,0,0,0
GENE-11908,NO,1,0,0,0,0,0,0
GENE-11909,NO,1,220,214,212,268,234,298
GENE-11910,NO,1,4,1,4,4,1,2
GENE-11911,NO,1,0,0,0,0,0,0
GENE-11912,NO,1,0,0,0,0,0,0
GENE-11913,NO,1,0,0,0,0,0,0
GENE-11914,NO,1,0,0,0,0,0,0
GENE-11915,NO,1,0,0,1,1,0,0
GENE-11916,NO,1,0,0,0,0,0,0
GENE-11917,NO,1,0,0,0,0,0,0
GENE-11918,NO,1,0,0,0,0,0,0
GENE-11919,NO,1,102,75,58,72,63,83
GENE-11920,NO,1,354,346,407,350,375,320
GENE-11921,NO,1,0,0,0,0,0,0
GENE-11922,NO,1,8,13,15,8,14,16
GENE-11923,NO,1,0,0,0,0,0,0
GENE-11924,NO,1,0,0,0,0,0,0
GENE-11925,NO,1,0,0,0,0,0,0
GENE-11926,NO,1,0,0,0,0,0,0
GENE-11927,NO,1,0,0,0,0,0,0
GENE-11928,NO,1,0,1,1,0,0,1
GENE-11929,NO,1,16,19,13,19,9,15
GENE-11930,NO,1,0,0,1,0,0,1
GENE-11932,NO,1,0,0,0,0,0,0
GENE-11933,NO,1,0,0,0,0,0,0
GENE-11934,NO,1,1334,1255,1245,1345,1099,956
GENE-11935,NO,1,0,0,0,0,0,0
GENE-11936,NO,1,31,30,47,38,60,22
GENE-11937,NO,1,198,250,193,200,198,255
GENE-11938,NO,1,1,3,0,3,1,1
GENE-11939,NO,1,0,0,0,0,0,0
GENE-11940,NO,1,77,68,100,82,79,94
GENE-11941,NO,1,0,0,0,0,0,0
GENE-11942,NO,1,0,0,0,0,0,0
GENE-11943,YES,1,0,0,0,0,0,0
GENE-11944,NO,1,0,0,0,0,0,0
GENE-11945,YES,1,0,0,0,0,0,0
GENE-11946,NO,1,0,0,0,0,0,0
GENE-11947,NO,1,0,0,0,0,0,0
GENE-11948,NO,1,0,0,0,0,0,0
GENE-11949,NO,1,0,0,0,1,1,1
GENE-11950,NO,1,0,0,0,0,0,0
GENE-11951,NO,1,0,0,0,0,0,0
GENE-11952,NO,1,1100,1330,1170,1047,1115,988
GENE-11953,NO,1,0,0,0,0,0,0
GENE-11954,NO,1,5,2,3,1,6,4
GENE-11955,NO,1,81,116,93,118,105,113
GENE-11956,NO,1,0,0,0,0,0,0
GENE-11957,NO,1,0,2,1,3,0,5
GENE-11958,NO,1,0,0,0,0,0,0
GENE-11959,NO,1,365,430,482,428,444,435
GENE-11960,NO,1,0,0,0,0,0,0
GENE-11961,NO,1,2,2,3,7,4,0
GENE-11962,YES,1,0,0,0,0,0,0
GENE-11963,NO,1,0,0,0,0,0,0
GENE-11964,NO,1,0,0,0,0,0,0
GENE-11965,NO,1,0,0,0,0,0,0
GENE-11966,NO,1,0,0,0,0,0,0
GENE-11967,NO,1,1867,1418,1586,1906,1423,1652
GENE-11968,NO,1,0,0,0,0,0,0
GENE-11969,NO,1,0,0,0,0,0,0
GENE-11970,NO,1,0,0,0,0,0,0
GENE-11971,NO,1,0,0,0,0,0,0
GENE-11972,NO,1,857,257,950,860,59,977
GENE-11973,NO,1,0,0,0,0,0,0
GENE-11974,NO,1,0,0,0,0,0,0
GENE-11975,NO,1,0,0,0,0,0,0
GENE-11976,NO,1,14,19,20,27,12,15
GENE-11977,NO,1,0,0,0,0,0,0
GENE-11978,YES,1,0,0,0,0,0,0
GENE-11979,NO,1,0,0,0,0,0,0
GENE-11980,NO,1,0,0,0,0,0,0
GENE-11981,NO,1,0,0,0,0,0,0
GENE-11982,NO,1,0,0,0,0,0,0
GENE-11983,NO,1,0,0,0,0,0,0
GENE-11984,NO,1,0,0,0,0,0,0
GENE-11985,NO,1,0,0,0,0,0,0
GENE-11986,NO,1,16,6,8,15,9,10
GENE-11987,NO,1,0,0,0,0,0,0
GENE-11988,NO,1,0,0,0,0,0,0
GENE-11989,NO,1,33,19,27,29,26,34
GENE-11990,NO,1,0,0,0,0,0,0
GENE-11991,NO,1,0,0,0,0,0,0
GENE-11992,NO,1,3,6,2,3,1,2
GENE-11993,NO,1,0,0,0,0,0,0
GENE-11994,NO,1,93,85,98,85,89,83
GENE-11995,NO,1,98,72,83,66,82,62
GENE-11996,NO,1,0,0,0,0,0,0
GENE-11997,NO,1,0,0,0,0,0,0
GENE-11998,NO,1,2720,1979,2590,2586,1988,2760
GENE-11999,NO,1,0,0,0,0,0,0
GENE-12000,NO,1,5,2,3,3,2,5
GENE-12001,NO,1,0,0,0,0,0,0
GENE-12002,NO,1,0,0,0,0,0,0
GENE-12003,NO,1,260,265,263,273,180,349
GENE-12004,NO,1,1,1,0,1,1,0
GENE-12005,NO,1,0,0,0,0,0,0
GENE-12006,NO,1,0,0,0,0,0,0
GENE-12007,NO,1,136,102,101,105,208,118
GENE-12008,NO,1,0,0,0,0,0,0
GENE-12009,NO,1,0,0,0,0,0,0
GENE-12010,NO,1,0,0,0,0,0,0
GENE-12011,YES,1,0,0,0,0,0,0
GENE-12012,NO,1,0,0,0,0,0,0
GENE-12013,NO,1,0,0,0,0,0,0
GENE-12014,NO,1,0,0,0,0,0,0
GENE-12015,NO,1,0,0,0,0,0,0
GENE-12016,NO,1,0,0,0,0,0,0
GENE-12017,NO,1,0,0,0,0,0,0
GENE-12018,NO,1,346,283,436,312,385,394
GENE-12019,NO,1,0,0,0,0,0,0
GENE-12020,NO,1,0,0,0,0,0,0
GENE-12022,NO,1,0,0,0,0,0,0
GENE-12023,NO,1,863,444,685,1316,1546,892
GENE-12024,NO,1,2524,4165,4271,6976,2553,5015
GENE-12025,NO,1,30,15,23,25,26,15
GENE-12026,NO,1,1,1,1,0,3,1
GENE-12027,NO,1,2,4,7,3,2,2
GENE-12028,NO,1,5,9,13,6,9,11
GENE-12029,NO,1,0,0,0,0,0,0
GENE-12030,NO,1,0,0,0,0,0,0
GENE-12031,NO,1,0,0,1,0,0,0
GENE-12032,NO,1,0,0,0,0,0,0
GENE-12033,NO,1,0,0,0,0,0,0
GENE-12034,NO,1,276,327,268,319,279,286
GENE-12035,NO,1,0,0,0,0,0,0
GENE-12036,NO,1,703,592,792,697,583,571
GENE-12037,NO,1,0,0,0,0,0,0
GENE-12038,NO,1,2,9,2,7,5,6
GENE-12039,NO,1,0,0,0,0,0,0
GENE-12040,NO,1,275,334,595,351,428,301
GENE-12041,NO,1,0,0,0,0,0,0
GENE-12042,NO,1,1,7,3,5,4,6
GENE-12043,NO,1,0,0,0,0,0,0
GENE-12044,NO,1,59,71,85,71,72,70
GENE-12045,YES,1,0,0,0,0,0,0
GENE-12046,NO,1,0,0,0,0,0,0
GENE-12047,NO,1,4,4,16,3,4,5
GENE-12048,NO,1,0,0,0,0,0,0
GENE-12049,NO,1,0,0,0,0,0,0
GENE-12050,NO,1,0,0,0,0,0,0
GENE-12051,NO,1,6,8,2,10,2,5
GENE-12052,NO,1,0,0,0,0,0,0
GENE-12053,NO,1,114,205,137,196,169,243
GENE-12054,NO,1,0,0,0,0,0,0
GENE-12055,NO,1,0,0,0,0,0,0
GENE-12056,NO,1,0,0,0,0,0,0
GENE-12057,NO,1,0,0,0,0,0,0
GENE-12058,NO,1,0,0,0,0,0,0
GENE-12059,NO,1,0,0,0,0,0,0
GENE-12060,NO,1,0,0,0,0,0,0
GENE-12061,NO,1,0,0,0,0,0,0
GENE-12062,NO,1,0,0,0,0,0,0
GENE-12063,NO,1,0,0,0,0,0,0
