# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "refs/agrobacterium_tumefaciens.gff" "-t" "gene" "-g" "ID" "-o" "matrix.txt" "WT_55_3.bam" "WT_67_1.bam" "WT_79_1.bam" "pssA_55_2.bam" "pssA_67_1.bam" "pssA_79_2.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_55_3.bam	WT_67_1.bam	WT_79_1.bam	pssA_55_2.bam	pssA_67_1.bam	pssA_79_2.bam
gene-G6L97_RS15895	NZ_CP115842.1	520418	521203	+	786	0	0	0	0	0	0
gene-G6L97_RS15900	NZ_CP115842.1	521200	522144	+	945	0	0	0	0	0	0
gene-G6L97_RS15905	NZ_CP115842.1	522147	522887	+	741	0	0	0	0	0	0
gene-G6L97_RS15910	NZ_CP115842.1	522874	523536	+	663	0	0	0	0	0	0
gene-G6L97_RS15915	NZ_CP115842.1	523533	524330	+	798	0	0	0	0	0	0
gene-G6L97_RS15920	NZ_CP115842.1	524427	524885	-	459	0	0	0	0	0	0
gene-G6L97_RS15925	NZ_CP115842.1	525013	526179	+	1167	0	0	0	0	0	0
gene-G6L97_RS15930	NZ_CP115842.1	526187	527443	+	1257	0	0	4	0	1	1
gene-G6L97_RS15935	NZ_CP115842.1	527493	528203	-	711	0	0	0	0	0	0
gene-G6L97_RS15940	NZ_CP115842.1	528380	528892	+	513	0	0	0	0	0	0
gene-G6L97_RS15945	NZ_CP115842.1	528993	530357	-	1365	0	0	0	0	0	0
gene-G6L97_RS15950	NZ_CP115842.1	530359	532200	-	1842	0	0	0	0	0	0
gene-G6L97_RS15955	NZ_CP115842.1	532437	533783	+	1347	0	0	3	22	15	2
gene-G6L97_RS15960	NZ_CP115842.1	533976	534413	+	438	0	0	0	0	0	0
gene-G6L97_RS15965	NZ_CP115842.1	534470	535822	-	1353	0	0	0	0	0	0
gene-G6L97_RS15970	NZ_CP115842.1	535861	536595	-	735	0	0	0	0	0	0
gene-G6L97_RS15975	NZ_CP115842.1	536829	538475	+	1647	0	0	0	0	0	0
gene-G6L97_RS15980	NZ_CP115842.1	538536	539690	+	1155	0	0	0	0	0	0
gene-G6L97_RS15985	NZ_CP115842.1	539721	542063	-	2343	0	0	0	0	0	0
gene-G6L97_RS15990	NZ_CP115842.1	542060	543115	-	1056	0	0	0	0	0	0
gene-G6L97_RS15995	NZ_CP115842.1	543112	545598	-	2487	0	0	0	0	0	0
gene-G6L97_RS16000	NZ_CP115842.1	545595	547784	-	2190	0	0	0	0	0	0
gene-G6L97_RS16005	NZ_CP115842.1	547867	548769	-	903	0	0	0	0	0	0
gene-G6L97_RS16010	NZ_CP115842.1	549203	550387	+	1185	0	0	0	0	0	0
gene-G6L97_RS16015	NZ_CP115842.1	550436	551401	-	966	0	0	0	0	0	0
gene-G6L97_RS16020	NZ_CP115842.1	551414	551917	-	504	0	0	0	0	0	0
gene-G6L97_RS16025	NZ_CP115842.1	551933	553861	-	1929	0	0	0	0	0	0
gene-G6L97_RS16030	NZ_CP115842.1	553858	554841	-	984	0	0	0	0	0	0
gene-G6L97_RS16035	NZ_CP115842.1	554843	555865	-	1023	0	0	0	0	0	0
gene-G6L97_RS16040	NZ_CP115842.1	556262	556612	+	351	0	0	0	0	0	0
gene-G6L97_RS16045	NZ_CP115842.1	556672	557442	-	771	0	0	0	0	0	0
gene-G6L97_RS16050	NZ_CP115842.1	558351	559313	+	963	0	0	0	0	0	0
gene-G6L97_RS16055	NZ_CP115842.1	559465	561486	+	2022	0	0	0	0	0	0
gene-G6L97_RS16060	NZ_CP115842.1	561563	563785	+	2223	0	0	0	0	0	0
gene-G6L97_RS16065	NZ_CP115842.1	563794	565158	+	1365	0	0	0	0	0	0
gene-G6L97_RS16070	NZ_CP115842.1	565296	565790	+	495	0	0	0	0	0	0
gene-G6L97_RS16075	NZ_CP115842.1	565810	567078	-	1269	0	0	0	0	0	0
gene-G6L97_RS16080	NZ_CP115842.1	567086	568372	-	1287	0	0	0	0	0	0
gene-G6L97_RS16085	NZ_CP115842.1	568568	569248	-	681	180	82	395	387	235	251
gene-G6L97_RS16090	NZ_CP115842.1	569634	569843	+	210	0	0	0	0	0	0
gene-G6L97_RS16095	NZ_CP115842.1	569865	570413	-	549	0	0	0	0	0	0
gene-G6L97_RS16100	NZ_CP115842.1	570560	571894	+	1335	0	0	0	0	0	0
gene-G6L97_RS16105	NZ_CP115842.1	572041	573861	+	1821	0	0	0	0	0	0
gene-G6L97_RS16110	NZ_CP115842.1	573972	574757	-	786	0	0	0	1	3	1
gene-G6L97_RS16115	NZ_CP115842.1	574777	575832	-	1056	0	0	0	0	0	0
gene-G6L97_RS16120	NZ_CP115842.1	575989	576774	-	786	0	0	0	0	0	0
gene-G6L97_RS16125	NZ_CP115842.1	576771	577154	-	384	0	0	0	0	0	0
gene-G6L97_RS16130	NZ_CP115842.1	577252	577827	+	576	0	0	0	0	0	0
gene-G6L97_RS16135	NZ_CP115842.1	577831	577989	-	159	0	0	0	0	0	0
gene-G6L97_RS16140	NZ_CP115842.1	578223	578420	-	198	0	0	0	0	0	0
gene-G6L97_RS16145	NZ_CP115842.1	578594	579607	-	1014	0	0	0	0	0	0
gene-G6L97_RS16150	NZ_CP115842.1	579876	581141	+	1266	0	0	0	0	0	0
gene-G6L97_RS16155	NZ_CP115842.1	581206	582180	+	975	0	0	0	0	0	0
gene-G6L97_RS16160	NZ_CP115842.1	582177	583010	+	834	0	0	0	0	0	1
gene-G6L97_RS16165	NZ_CP115842.1	583021	584049	+	1029	0	0	1	0	1	2
gene-G6L97_RS16170	NZ_CP115842.1	584106	584891	+	786	0	0	0	0	0	0
gene-G6L97_RS16175	NZ_CP115842.1	584898	585947	+	1050	0	1	1	3	1	4
gene-G6L97_RS16180	NZ_CP115842.1	586050	586805	-	756	0	0	0	0	0	0
gene-G6L97_RS16185	NZ_CP115842.1	586802	587158	-	357	0	0	0	0	0	0
gene-G6L97_RS16190	NZ_CP115842.1	587158	587868	-	711	0	0	0	0	0	0
gene-G6L97_RS16195	NZ_CP115842.1	588094	588231	+	138	0	0	0	0	0	0
gene-G6L97_RS16200	NZ_CP115842.1	588482	589615	-	1134	0	0	0	0	0	0
gene-G6L97_RS16205	NZ_CP115842.1	589637	590401	-	765	0	0	0	0	0	0
gene-G6L97_RS16210	NZ_CP115842.1	590462	591550	-	1089	0	0	0	0	0	0
gene-G6L97_RS16215	NZ_CP115842.1	591556	592497	-	942	0	0	0	0	0	0
gene-G6L97_RS16220	NZ_CP115842.1	592490	593392	-	903	0	0	0	0	0	0
gene-G6L97_RS16225	NZ_CP115842.1	593534	594766	-	1233	0	0	0	0	0	0
gene-G6L97_RS16230	NZ_CP115842.1	595089	595787	+	699	0	0	0	0	0	0
gene-G6L97_RS16235	NZ_CP115842.1	595874	597304	-	1431	0	0	0	0	0	0
gene-G6L97_RS16240	NZ_CP115842.1	597572	600001	-	2430	0	0	11	0	2	10
gene-G6L97_RS16245	NZ_CP115842.1	600329	601303	+	975	0	0	0	0	0	0
gene-G6L97_RS16250	NZ_CP115842.1	601464	603752	+	2289	0	3	10	0	5	8
gene-G6L97_RS16255	NZ_CP115842.1	604021	604860	+	840	0	0	0	0	0	0
gene-G6L97_RS16260	NZ_CP115842.1	605063	605806	+	744	0	0	0	0	0	0
gene-G6L97_RS16265	NZ_CP115842.1	605803	606585	+	783	0	0	0	0	0	0
gene-G6L97_RS16270	NZ_CP115842.1	606598	607398	+	801	0	0	0	0	0	0
gene-G6L97_RS16275	NZ_CP115842.1	607403	608749	+	1347	0	0	0	0	0	0
gene-G6L97_RS16280	NZ_CP115842.1	608768	610087	+	1320	0	0	0	0	0	0
gene-G6L97_RS16285	NZ_CP115842.1	610158	611894	-	1737	0	0	0	0	0	0
gene-G6L97_RS16290	NZ_CP115842.1	612227	613480	+	1254	0	0	0	0	0	0
gene-G6L97_RS16295	NZ_CP115842.1	613542	614075	-	534	0	0	0	0	0	0
gene-G6L97_RS16300	NZ_CP115842.1	614158	614382	-	225	0	0	0	0	0	0
gene-G6L97_RS16305	NZ_CP115842.1	614798	615337	+	540	0	0	0	0	0	0
gene-G6L97_RS16310	NZ_CP115842.1	615370	616851	+	1482	0	1	0	0	0	0
gene-G6L97_RS16315	NZ_CP115842.1	617165	618262	-	1098	1	4	0	1	1	0
gene-G6L97_RS16320	NZ_CP115842.1	618568	619323	+	756	0	0	0	0	0	0
gene-G6L97_RS16325	NZ_CP115842.1	619413	620444	-	1032	0	0	0	0	0	0
gene-G6L97_RS16330	NZ_CP115842.1	620477	622018	-	1542	0	0	0	0	0	0
gene-G6L97_RS16335	NZ_CP115842.1	622260	623189	-	930	0	1	0	0	0	0
gene-G6L97_RS16340	NZ_CP115842.1	623552	624994	-	1443	0	0	0	0	0	0
gene-G6L97_RS16345	NZ_CP115842.1	625122	626666	-	1545	0	0	0	0	0	0
gene-G6L97_RS16350	NZ_CP115842.1	626696	627538	-	843	0	0	0	0	0	0
gene-G6L97_RS16355	NZ_CP115842.1	627552	629186	-	1635	0	0	0	0	1	0
gene-G6L97_RS16360	NZ_CP115842.1	629183	630001	-	819	0	0	0	0	0	0
gene-G6L97_RS16365	NZ_CP115842.1	629998	630942	-	945	0	0	0	0	0	1
gene-G6L97_RS16370	NZ_CP115842.1	631123	632028	-	906	0	0	0	0	0	0
gene-G6L97_RS16375	NZ_CP115842.1	632147	633091	-	945	0	0	0	0	0	0
gene-G6L97_RS16380	NZ_CP115842.1	633137	634675	-	1539	0	0	0	0	0	0
gene-G6L97_RS16385	NZ_CP115842.1	634672	635748	-	1077	0	2	0	0	0	1
gene-G6L97_RS16390	NZ_CP115842.1	635864	637459	-	1596	0	0	0	0	0	0
gene-G6L97_RS16395	NZ_CP115842.1	637503	638636	-	1134	0	0	0	0	0	0
gene-G6L97_RS16400	NZ_CP115842.1	638629	640185	-	1557	0	0	0	0	0	0
gene-G6L97_RS16405	NZ_CP115842.1	640203	641849	-	1647	0	0	0	0	0	0
gene-G6L97_RS16410	NZ_CP115842.1	641854	642735	-	882	0	0	0	0	0	0
gene-G6L97_RS16415	NZ_CP115842.1	642735	643763	-	1029	0	0	0	0	0	0
gene-G6L97_RS16420	NZ_CP115842.1	643900	646251	+	2352	0	0	0	0	0	0
gene-G6L97_RS16425	NZ_CP115842.1	646300	647613	-	1314	0	0	0	0	0	0
gene-G6L97_RS16430	NZ_CP115842.1	647600	649447	-	1848	0	0	0	0	0	0
gene-G6L97_RS16435	NZ_CP115842.1	649462	650217	-	756	0	0	113	0	0	68
gene-G6L97_RS16440	NZ_CP115842.1	650323	653100	-	2778	0	0	0	0	0	0
gene-G6L97_RS16445	NZ_CP115842.1	653249	654244	-	996	0	0	0	0	0	0
gene-G6L97_RS16450	NZ_CP115842.1	654356	654856	-	501	0	0	0	0	0	0
gene-G6L97_RS16455	NZ_CP115842.1	655066	655818	-	753	0	0	0	0	0	0
gene-G6L97_RS16460	NZ_CP115842.1	655812	656879	-	1068	0	0	0	0	0	0
gene-G6L97_RS16465	NZ_CP115842.1	656876	658015	-	1140	0	0	0	0	0	0
gene-G6L97_RS16470	NZ_CP115842.1	658110	659243	-	1134	4	8	37	6	11	16
gene-G6L97_RS16475	NZ_CP115842.1	659357	660181	+	825	0	0	0	0	0	0
gene-G6L97_RS16480	NZ_CP115842.1	660355	660837	-	483	0	0	0	0	0	0
gene-G6L97_RS16485	NZ_CP115842.1	660834	661634	-	801	0	0	0	0	0	0
gene-G6L97_RS16490	NZ_CP115842.1	661631	662659	-	1029	0	0	0	0	0	0
gene-G6L97_RS16495	NZ_CP115842.1	662656	663687	-	1032	0	0	0	0	0	0
gene-G6L97_RS16500	NZ_CP115842.1	664128	665006	-	879	0	0	0	0	0	0
gene-G6L97_RS16505	NZ_CP115842.1	665218	666342	+	1125	0	0	0	0	0	0
gene-G6L97_RS16510	NZ_CP115842.1	666367	667290	+	924	0	0	0	0	0	0
gene-G6L97_RS16515	NZ_CP115842.1	667317	667673	+	357	0	0	0	0	0	0
gene-G6L97_RS16520	NZ_CP115842.1	667981	669444	+	1464	0	0	0	0	0	0
gene-G6L97_RS16525	NZ_CP115842.1	669458	670501	+	1044	0	0	0	0	0	0
gene-G6L97_RS16530	NZ_CP115842.1	670517	671974	+	1458	0	0	0	0	0	0
gene-G6L97_RS16535	NZ_CP115842.1	672244	673518	-	1275	0	0	0	0	0	0
gene-G6L97_RS16540	NZ_CP115842.1	673533	674201	-	669	0	0	0	0	0	0
gene-G6L97_RS16545	NZ_CP115842.1	674526	675362	+	837	0	0	0	0	0	0
gene-G6L97_RS16550	NZ_CP115842.1	675377	676750	+	1374	0	0	0	0	0	0
gene-G6L97_RS16555	NZ_CP115842.1	677007	677720	+	714	0	0	0	0	0	0
gene-G6L97_RS16560	NZ_CP115842.1	677809	679419	+	1611	0	0	0	0	0	0
gene-G6L97_RS16565	NZ_CP115842.1	679618	680568	+	951	2	0	1	1	0	0
gene-G6L97_RS16570	NZ_CP115842.1	680568	681419	+	852	0	0	0	1	0	0
gene-G6L97_RS16575	NZ_CP115842.1	681419	683074	+	1656	2	5	4	0	0	2
gene-G6L97_RS16580	NZ_CP115842.1	683178	683654	-	477	0	0	0	0	0	0
gene-G6L97_RS16585	NZ_CP115842.1	683886	685211	+	1326	0	0	0	0	0	0
gene-G6L97_RS16590	NZ_CP115842.1	685300	686235	-	936	0	0	0	1	0	1
gene-G6L97_RS16595	NZ_CP115842.1	686369	687307	-	939	0	0	0	0	0	0
gene-G6L97_RS16600	NZ_CP115842.1	687333	689138	-	1806	0	0	0	0	0	0
gene-G6L97_RS16605	NZ_CP115842.1	689152	689709	-	558	0	0	0	0	0	0
gene-G6L97_RS16610	NZ_CP115842.1	689733	690920	-	1188	0	0	0	0	0	0
gene-G6L97_RS16615	NZ_CP115842.1	691006	692346	-	1341	0	0	0	0	0	0
gene-G6L97_RS16620	NZ_CP115842.1	692370	693374	-	1005	0	0	0	0	0	0
gene-G6L97_RS16625	NZ_CP115842.1	693679	694128	+	450	0	0	0	0	0	0
gene-G6L97_RS16630	NZ_CP115842.1	694136	695080	-	945	0	0	0	0	0	0
gene-G6L97_RS16635	NZ_CP115842.1	695132	695677	-	546	0	0	0	0	0	0
gene-G6L97_RS16640	NZ_CP115842.1	695873	697042	-	1170	0	0	0	0	0	0
gene-G6L97_RS16645	NZ_CP115842.1	697214	697411	-	198	0	0	0	0	0	0
gene-G6L97_RS16650	NZ_CP115842.1	697629	698246	-	618	0	0	0	0	0	0
gene-G6L97_RS16655	NZ_CP115842.1	698646	699716	+	1071	0	0	0	0	0	0
gene-G6L97_RS16660	NZ_CP115842.1	699774	700949	-	1176	0	0	0	0	0	0
gene-G6L97_RS16665	NZ_CP115842.1	700946	701977	-	1032	0	0	0	0	0	0
gene-G6L97_RS16670	NZ_CP115842.1	702090	703697	-	1608	0	0	0	0	0	0
gene-G6L97_RS16675	NZ_CP115842.1	703967	704956	+	990	0	0	0	0	0	0
gene-G6L97_RS16680	NZ_CP115842.1	704953	705948	+	996	0	0	0	0	0	0
gene-G6L97_RS16685	NZ_CP115842.1	705945	706943	+	999	0	0	0	0	0	0
gene-G6L97_RS16690	NZ_CP115842.1	706921	707856	+	936	0	0	0	0	0	0
gene-G6L97_RS16695	NZ_CP115842.1	707875	708930	+	1056	0	0	0	2	0	0
gene-G6L97_RS16700	NZ_CP115842.1	709000	710238	+	1239	0	0	0	0	0	0
gene-G6L97_RS16705	NZ_CP115842.1	710258	711229	+	972	0	0	0	0	1	0
gene-G6L97_RS16710	NZ_CP115842.1	711246	712598	-	1353	0	0	0	0	0	0
gene-G6L97_RS16715	NZ_CP115842.1	712654	714249	-	1596	0	0	0	0	0	0
gene-G6L97_RS16720	NZ_CP115842.1	714291	714629	-	339	0	0	0	0	0	0
gene-G6L97_RS16725	NZ_CP115842.1	714926	716515	-	1590	0	0	0	0	0	0
gene-G6L97_RS16730	NZ_CP115842.1	716550	717749	-	1200	0	1	0	0	0	0
gene-G6L97_RS16735	NZ_CP115842.1	717843	719012	-	1170	0	0	0	0	0	0
gene-G6L97_RS16740	NZ_CP115842.1	719003	719899	-	897	0	0	0	0	0	0
gene-G6L97_RS16745	NZ_CP115842.1	719907	720962	-	1056	0	0	0	0	0	0
gene-G6L97_RS16750	NZ_CP115842.1	721322	722629	+	1308	0	0	0	0	0	0
gene-G6L97_RS16755	NZ_CP115842.1	722691	723719	-	1029	0	0	0	0	0	0
gene-G6L97_RS16760	NZ_CP115842.1	724105	725253	+	1149	0	0	0	0	0	0
gene-G6L97_RS16765	NZ_CP115842.1	725258	725887	+	630	0	0	0	0	0	0
gene-G6L97_RS16770	NZ_CP115842.1	725966	727564	+	1599	0	0	0	0	0	0
gene-G6L97_RS16775	NZ_CP115842.1	727847	728605	-	759	0	0	0	0	0	0
gene-G6L97_RS16780	NZ_CP115842.1	728605	729441	-	837	0	0	0	0	0	0
gene-G6L97_RS16785	NZ_CP115842.1	729446	730333	-	888	0	0	0	0	0	0
gene-G6L97_RS16790	NZ_CP115842.1	730333	731355	-	1023	0	0	0	0	0	0
gene-G6L97_RS16795	NZ_CP115842.1	731687	732322	+	636	0	0	0	0	0	0
gene-G6L97_RS16800	NZ_CP115842.1	732350	733081	-	732	0	0	0	0	0	0
gene-G6L97_RS16805	NZ_CP115842.1	733203	734189	-	987	0	0	0	0	0	0
gene-G6L97_RS16810	NZ_CP115842.1	734319	735146	+	828	0	0	0	0	0	0
gene-G6L97_RS16815	NZ_CP115842.1	735174	735965	+	792	0	0	0	0	0	0
gene-G6L97_RS16820	NZ_CP115842.1	735979	736464	+	486	0	0	0	0	0	0
gene-G6L97_RS16825	NZ_CP115842.1	736658	737953	+	1296	0	0	0	0	0	0
gene-G6L97_RS16830	NZ_CP115842.1	737947	738300	+	354	0	0	0	0	0	0
gene-G6L97_RS16835	NZ_CP115842.1	738297	738704	+	408	0	0	0	0	0	0
gene-G6L97_RS16840	NZ_CP115842.1	738701	739135	+	435	0	0	0	0	0	0
gene-G6L97_RS16845	NZ_CP115842.1	739196	740713	-	1518	0	0	0	0	0	0
gene-G6L97_RS16850	NZ_CP115842.1	740926	742179	-	1254	0	0	0	0	0	0
gene-G6L97_RS16855	NZ_CP115842.1	742182	743195	-	1014	0	0	0	0	0	0
gene-G6L97_RS16860	NZ_CP115842.1	743199	744437	-	1239	0	0	0	0	0	6
gene-G6L97_RS16865	NZ_CP115842.1	744482	745609	-	1128	0	0	0	0	0	0
gene-G6L97_RS16870	NZ_CP115842.1	745622	746737	-	1116	0	0	0	0	0	0
gene-G6L97_RS16875	NZ_CP115842.1	746968	747441	+	474	0	0	0	0	0	0
gene-G6L97_RS16880	NZ_CP115842.1	747523	748695	+	1173	0	0	0	0	0	0
gene-G6L97_RS16885	NZ_CP115842.1	748704	750305	+	1602	0	0	0	0	0	0
gene-G6L97_RS16890	NZ_CP115842.1	750313	752298	+	1986	0	0	0	0	0	0
gene-G6L97_RS16895	NZ_CP115842.1	752300	753226	+	927	0	0	0	0	0	0
gene-G6L97_RS16900	NZ_CP115842.1	753216	753992	+	777	0	0	0	0	0	0
gene-G6L97_RS16905	NZ_CP115842.1	754111	754989	+	879	0	0	0	0	0	0
gene-G6L97_RS16910	NZ_CP115842.1	754986	755825	+	840	0	0	0	0	0	0
gene-G6L97_RS16915	NZ_CP115842.1	756027	757319	-	1293	0	0	0	0	0	0
gene-G6L97_RS16920	NZ_CP115842.1	757419	759515	-	2097	0	0	0	0	0	0
gene-G6L97_RS16925	NZ_CP115842.1	759717	760547	+	831	0	0	0	0	0	0
gene-G6L97_RS16930	NZ_CP115842.1	760596	761606	+	1011	0	0	0	0	0	0
gene-G6L97_RS16935	NZ_CP115842.1	761815	763350	+	1536	0	0	0	0	0	0
gene-G6L97_RS16940	NZ_CP115842.1	763364	764365	+	1002	0	0	0	0	0	0
gene-G6L97_RS16945	NZ_CP115842.1	764362	765372	+	1011	0	0	0	0	0	0
gene-G6L97_RS16950	NZ_CP115842.1	765376	765699	+	324	0	0	0	0	0	0
gene-G6L97_RS16955	NZ_CP115842.1	765696	767078	+	1383	0	0	0	0	0	0
gene-G6L97_RS16960	NZ_CP115842.1	767134	767970	-	837	0	0	0	0	0	0
gene-G6L97_RS16965	NZ_CP115842.1	768306	769001	-	696	0	0	0	0	0	0
gene-G6L97_RS16970	NZ_CP115842.1	769166	771088	-	1923	0	0	0	0	0	0
gene-G6L97_RS16975	NZ_CP115842.1	771110	771616	-	507	0	0	0	0	0	0
gene-G6L97_RS16980	NZ_CP115842.1	772242	773678	+	1437	1	0	12	0	1	12
gene-G6L97_RS16985	NZ_CP115842.1	773996	775093	+	1098	0	0	0	0	0	0
gene-G6L97_RS16990	NZ_CP115842.1	775112	776137	-	1026	0	0	0	0	0	0
gene-G6L97_RS16995	NZ_CP115842.1	776143	777030	-	888	0	0	0	0	0	0
gene-G6L97_RS17000	NZ_CP115842.1	777034	777876	-	843	0	0	0	0	0	0
gene-G6L97_RS17005	NZ_CP115842.1	777931	778917	-	987	22	12	0	15	10	0
gene-G6L97_RS17010	NZ_CP115842.1	779091	780161	-	1071	0	0	0	0	0	0
gene-G6L97_RS17015	NZ_CP115842.1	780443	780694	+	252	0	0	0	0	0	0
gene-G6L97_RS17020	NZ_CP115842.1	780763	781566	-	804	0	0	0	0	0	0
gene-G6L97_RS17025	NZ_CP115842.1	781825	782571	+	747	0	0	0	0	0	0
gene-G6L97_RS17030	NZ_CP115842.1	782654	783082	-	429	0	0	0	0	0	0
gene-G6L97_RS17035	NZ_CP115842.1	783079	783930	-	852	0	0	0	0	0	0
gene-G6L97_RS17040	NZ_CP115842.1	783960	784214	-	255	0	0	0	0	0	0
gene-G6L97_RS17045	NZ_CP115842.1	784275	785009	-	735	0	0	0	0	0	0
gene-G6L97_RS17050	NZ_CP115842.1	785211	786092	+	882	0	0	0	0	0	0
gene-G6L97_RS17055	NZ_CP115842.1	786110	786301	-	192	0	0	0	0	0	0
gene-G6L97_RS17060	NZ_CP115842.1	786396	786710	-	315	0	0	0	0	0	0
gene-G6L97_RS17065	NZ_CP115842.1	786873	787286	-	414	0	0	0	0	0	0
gene-G6L97_RS17070	NZ_CP115842.1	787283	788059	-	777	0	0	0	0	0	0
gene-G6L97_RS17075	NZ_CP115842.1	788078	789319	-	1242	0	0	0	0	0	0
gene-G6L97_RS17080	NZ_CP115842.1	789412	790275	-	864	12	32	28	14	6	23
gene-G6L97_RS17085	NZ_CP115842.1	790519	793227	+	2709	37	38	80	53	21	49
gene-G6L97_RS17090	NZ_CP115842.1	793377	794270	+	894	2	1	0	3	4	0
gene-G6L97_RS17095	NZ_CP115842.1	794352	795554	+	1203	0	0	0	0	0	0
gene-G6L97_RS17100	NZ_CP115842.1	795612	797027	+	1416	0	0	0	0	0	0
gene-G6L97_RS17105	NZ_CP115842.1	797036	798307	+	1272	0	0	0	0	0	0
gene-G6L97_RS17110	NZ_CP115842.1	798371	799012	-	642	0	0	0	0	0	0
gene-G6L97_RS17115	NZ_CP115842.1	799309	799393	+	85	0	0	0	0	0	0
gene-G6L97_RS17120	NZ_CP115842.1	799660	800175	+	516	0	0	0	0	0	0
gene-G6L97_RS17125	NZ_CP115842.1	800205	800762	-	558	29	18	64	116	65	66
gene-G6L97_RS17130	NZ_CP115842.1	801085	801387	+	303	0	0	0	0	0	0
gene-G6L97_RS17135	NZ_CP115842.1	801534	802139	+	606	0	0	0	0	0	0
gene-G6L97_RS17140	NZ_CP115842.1	802380	803171	+	792	0	0	0	0	0	0
gene-G6L97_RS17145	NZ_CP115842.1	803226	804443	-	1218	0	0	0	0	0	0
gene-G6L97_RS17150	NZ_CP115842.1	804453	805778	-	1326	0	0	0	0	0	0
gene-G6L97_RS17155	NZ_CP115842.1	805763	807250	-	1488	0	0	0	0	0	0
gene-G6L97_RS17160	NZ_CP115842.1	807412	808647	-	1236	0	0	0	0	0	0
gene-G6L97_RS17165	NZ_CP115842.1	809104	810432	+	1329	0	0	0	0	0	0
gene-G6L97_RS17170	NZ_CP115842.1	810573	811691	+	1119	0	0	0	0	0	0
gene-G6L97_RS17175	NZ_CP115842.1	811878	812786	+	909	0	0	0	0	0	0
gene-G6L97_RS17180	NZ_CP115842.1	812917	815172	+	2256	0	0	0	0	0	0
gene-G6L97_RS17185	NZ_CP115842.1	815183	815842	+	660	0	0	0	0	0	0
gene-G6L97_RS17190	NZ_CP115842.1	815912	817435	+	1524	0	0	0	0	0	0
gene-G6L97_RS17195	NZ_CP115842.1	817524	818729	+	1206	0	0	0	0	0	0
gene-G6L97_RS17200	NZ_CP115842.1	818768	819862	-	1095	0	0	0	0	0	0
gene-G6L97_RS17205	NZ_CP115842.1	819918	821066	-	1149	0	0	0	0	0	0
gene-G6L97_RS17210	NZ_CP115842.1	821487	822824	+	1338	0	0	0	0	0	0
gene-G6L97_RS17215	NZ_CP115842.1	822961	824343	+	1383	0	0	0	0	0	0
gene-G6L97_RS17220	NZ_CP115842.1	824418	824900	-	483	0	0	0	0	0	0
gene-G6L97_RS17225	NZ_CP115842.1	825110	826507	+	1398	0	0	0	0	0	0
gene-G6L97_RS17230	NZ_CP115842.1	826586	827500	-	915	0	0	0	0	0	0
gene-G6L97_RS17235	NZ_CP115842.1	827527	828252	-	726	0	0	0	0	0	0
gene-G6L97_RS17240	NZ_CP115842.1	828264	829376	-	1113	0	0	0	0	0	0
gene-G6L97_RS17245	NZ_CP115842.1	829382	830470	-	1089	0	0	0	0	0	0
gene-G6L97_RS17250	NZ_CP115842.1	830470	831381	-	912	0	0	0	0	0	0
gene-G6L97_RS17255	NZ_CP115842.1	831449	832822	-	1374	0	0	0	0	0	0
gene-G6L97_RS17260	NZ_CP115842.1	832917	834056	+	1140	0	0	0	0	0	0
gene-G6L97_RS17265	NZ_CP115842.1	834086	834409	-	324	0	0	0	0	0	0
gene-G6L97_RS17270	NZ_CP115842.1	834598	835083	-	486	0	0	0	0	0	0
gene-G6L97_RS17275	NZ_CP115842.1	835257	837209	+	1953	0	0	0	0	0	0
gene-G6L97_RS17280	NZ_CP115842.1	837218	837646	+	429	0	0	0	0	0	0
gene-G6L97_RS17285	NZ_CP115842.1	837684	838880	+	1197	0	0	0	0	0	0
gene-G6L97_RS17290	NZ_CP115842.1	838880	839593	+	714	0	0	0	0	0	0
gene-G6L97_RS17295	NZ_CP115842.1	839590	840795	+	1206	0	0	0	0	0	0
gene-G6L97_RS17300	NZ_CP115842.1	840865	841302	+	438	0	0	0	0	0	0
gene-G6L97_RS17305	NZ_CP115842.1	841397	841630	+	234	0	0	0	0	0	0
gene-G6L97_RS17310	NZ_CP115842.1	841831	842613	-	783	0	28	0	0	0	0
gene-G6L97_RS17315	NZ_CP115842.1	842632	843945	-	1314	4	55	1	0	4	3
gene-G6L97_RS17320	NZ_CP115842.1	844026	845066	-	1041	2	98	2	4	10	0
gene-G6L97_RS17325	NZ_CP115842.1	845309	846541	+	1233	1	12	1	0	2	0
gene-G6L97_RS17330	NZ_CP115842.1	846561	848105	-	1545	2	1	0	1	0	0
gene-G6L97_RS17335	NZ_CP115842.1	848295	848711	-	417	0	0	0	0	0	0
gene-G6L97_RS17340	NZ_CP115842.1	848725	850866	-	2142	0	0	0	0	0	0
gene-G6L97_RS17345	NZ_CP115842.1	850985	852988	-	2004	0	0	0	0	0	0
gene-G6L97_RS17350	NZ_CP115842.1	853037	853414	-	378	0	0	0	0	0	0
gene-G6L97_RS17355	NZ_CP115842.1	853540	854436	-	897	1	0	17	0	1	7
gene-G6L97_RS17360	NZ_CP115842.1	854537	856069	-	1533	0	0	0	0	0	0
gene-G6L97_RS17365	NZ_CP115842.1	856187	857605	+	1419	0	0	0	0	0	0
gene-G6L97_RS17370	NZ_CP115842.1	857621	858268	-	648	0	0	0	0	0	0
